event_pair_key,system_id,split,event_type,event_family,family_aczz,is_near_dopant,is_far_from_dopant,is_escaping,is_non_escaping,vac_site_144,neighbor_site_144,site_a,site_b,foundation_endpoint_label,finetuned_endpoint_label,transition_label,endpoint_is_disagree,foundation_ready_for_neb,finetuned_ready_for_neb,both_models_ready_for_neb,foundation_neb_present,finetuned_neb_present,foundation_neb_status,finetuned_neb_status,foundation_usable_complete,finetuned_usable_complete,both_models_usable_complete,foundation_status_is_usable,finetuned_status_is_usable,both_models_status_usable,both_models_log_neb_parseable,foundation_forward_barrier_eV,finetuned_forward_barrier_eV,foundation_reverse_barrier_eV,finetuned_reverse_barrier_eV,forward_barrier_delta_ft_minus_foundation_eV,reverse_barrier_delta_ft_minus_foundation_eV,abs_forward_barrier_delta_eV,abs_reverse_barrier_delta_eV,strict_forward_barrier_delta_ft_minus_foundation_eV,strict_reverse_barrier_delta_ft_minus_foundation_eV,strict_abs_forward_barrier_delta_eV,strict_abs_reverse_barrier_delta_eV,foundation_path_shape,finetuned_path_shape,foundation_final_step,finetuned_final_step,foundation_final_max_replica_force_eVA,finetuned_final_max_replica_force_eVA,foundation_notes,finetuned_notes
P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d__110__8,P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,110,8,110,8,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,failed,True,True,True,True,False,False,True,0.0,3.0632806,0.051279187,4.2830026,3.0632806,4.231723413,3.0632806,4.231723413,,,,,initial_endpoint_highest,interior_saddle,1363,439,0.019840641,43.412232,,final_force_above_ftol; segfault
P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d__110__75,P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d,test,AC_hop,far_AC,AC,False,True,False,True,110,75,110,75,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,failed,True,True,True,True,False,False,True,0.44991242,451.14761,0.40801458,451.01442,450.69769758,450.60640542,450.69769758,450.60640542,,,,,interior_saddle,interior_saddle,703,725,0.019839067,894.77457,,final_force_above_ftol; barrier_extremely_large; segfault
P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__22__58,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,test,nearN_hop,near_dopant,non_ACZZ,True,False,False,True,22,58,22,58,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__22__124,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,22,124,22,124,same_basin,same_basin,same_basin -> same_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__22__130,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,test,AC_hop,far_AC,AC,False,True,False,True,22,130,22,130,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__41__5,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,test,AC_hop,far_AC,AC,False,True,False,True,41,5,41,5,other_basin,different_basin,other_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__41__77,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,41,77,41,77,same_basin,same_basin,same_basin -> same_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__41__107,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,test,AC_hop,far_AC,AC,False,True,False,True,41,107,41,107,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,failed,failed,True,True,True,False,False,False,True,188.2065,76.96001,187.64598,77.397239,-111.24649000000001,-110.24874100000001,111.24649000000001,110.24874100000001,,,,,interior_saddle,interior_saddle,1391,72,1080.1873,358.59662,final_force_above_ftol; barrier_extremely_large; segfault,final_force_above_ftol; barrier_extremely_large; segfault
P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__66__30,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,test,AC_hop,far_AC,AC,False,True,False,True,66,30,66,30,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,failed,usable,True,True,True,False,True,False,True,66.646734,0.9115179,67.216165,0.011098416,-65.73521609999999,-67.20506658400001,65.73521609999999,67.20506658400001,,,,,interior_saddle,interior_saddle,1603,1294,488.50969,0.019974275,final_force_above_ftol; barrier_extremely_large; segfault,
P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__66__102,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,66,102,66,102,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,failed,usable,True,True,True,False,True,False,True,113.80514,0.65271161,113.58534,1.104363e-07,-113.15242839,-113.5853398895637,113.15242839,113.5853398895637,,,,,interior_saddle,interior_saddle,838,394,577.8194,0.017998509,final_force_above_ftol; barrier_extremely_large; segfault,
P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__75__39,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,test,nearN_hop,near_dopant,non_ACZZ,True,False,False,True,75,39,75,39,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__75__45,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,test,AC_hop,far_AC,AC,False,True,False,True,75,45,75,45,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__75__110,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,test,AC_hop,far_AC,AC,False,True,False,True,75,110,75,110,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,suspicious,usable,True,True,True,False,True,False,True,0.28751979,0.48897624,0.22400387,0.3141356,0.20145645,0.09013173000000002,0.20145645,0.09013173000000002,,,,,interior_saddle,interior_saddle,3042,3094,0.042307622,0.019936285,final_force_above_ftol,
P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__95__59,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,test,nearN_hop,near_dopant,non_ACZZ,True,False,False,True,95,59,95,59,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__95__65,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,test,AC_hop,far_AC,AC,False,True,False,True,95,65,95,65,other_basin,different_basin,other_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__95__130,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,test,AC_hop,far_AC,AC,False,True,False,True,95,130,95,130,ambiguous,ambiguous,ambiguous -> ambiguous,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__96__60,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,96,60,96,60,same_basin,same_basin,same_basin -> same_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__96__137,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,test,AC_hop,far_AC,AC,False,True,False,True,96,137,96,137,other_basin,same_basin,other_basin -> same_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__126__18,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,test,AC_hop,far_AC,AC,False,True,False,True,126,18,126,18,same_basin,same_basin,same_basin -> same_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__126__24,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,126,24,126,24,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.098561595,0.37599078,0.00098453677,-0.019902338,0.277429185,-0.020886874769999998,0.277429185,0.020886874769999998,0.277429185,-0.020886874769999998,0.277429185,0.020886874769999998,interior_saddle,final_endpoint_highest,912,2144,0.019819862,0.019821109,,
P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__126__91,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,test,AC_hop,far_AC,AC,False,True,False,True,126,91,126,91,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,failed,failed,True,True,True,False,False,False,True,257.21571,106.72237,257.06716,106.18543,-150.49334,-150.88173,150.49334,150.88173,,,,,interior_saddle,interior_saddle,1065,807,993.47695,199.49938,final_force_above_ftol; barrier_extremely_large; segfault,final_force_above_ftol; barrier_extremely_large; segfault
P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__142__4,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,142,4,142,4,same_basin,other_basin,same_basin -> other_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__142__34,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,test,AC_hop,far_AC,AC,False,True,False,True,142,34,142,34,other_basin,different_basin,other_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__142__107,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,test,AC_hop,far_AC,AC,False,True,False,True,142,107,142,107,ambiguous,different_basin,ambiguous -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__29__65,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,test,AC_hop,far_AC,AC,False,True,False,True,29,65,29,65,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,failed,failed,True,True,True,False,False,False,True,35.67056,49.50831,35.681172,50.136641,13.83775,14.455469,13.83775,14.455469,,,,,interior_saddle,interior_saddle,1237,607,933.3952,1118.1312,final_force_above_ftol; barrier_extremely_large; segfault,final_force_above_ftol; barrier_extremely_large; segfault
P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__29__131,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,29,131,29,131,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__29__137,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,test,nearN_hop,near_dopant,non_ACZZ,True,False,False,True,29,137,29,137,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.35920946,0.49979244,0.44477715,0.25687531,0.14058298000000002,-0.18790184,0.14058298000000002,0.18790184,0.14058298000000002,-0.18790184,0.14058298000000002,0.18790184,interior_saddle,interior_saddle,203,1119,0.019939852,0.018247652,,
P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__40__4,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,test,AC_hop,far_AC,AC,False,True,False,True,40,4,40,4,same_basin,other_basin,same_basin -> other_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__40__106,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,test,AC_hop,far_AC,AC,False,True,False,True,40,106,40,106,same_basin,same_basin,same_basin -> same_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__41__5,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,test,AC_hop,far_AC,AC,False,True,False,True,41,5,41,5,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,failed,True,True,True,True,False,False,True,0.85389379,0.96983815,0.00037031674,8.7312833e-07,0.11594435999999997,-0.00036944361167000003,0.11594435999999997,0.00036944361167000003,,,,,interior_saddle,interior_saddle,729,3557,0.01983569,562.0126,,final_force_above_ftol; segfault
P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__41__77,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,41,77,41,77,other_basin,different_basin,other_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__41__107,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,test,AC_hop,far_AC,AC,False,True,False,True,41,107,41,107,same_basin,different_basin,same_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__47__11,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,test,AC_hop,far_AC,AC,False,True,False,True,47,11,47,11,same_basin,same_basin,same_basin -> same_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__47__77,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,test,AC_hop,far_AC,AC,False,True,False,True,47,77,47,77,ambiguous,same_basin,ambiguous -> same_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__47__83,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,47,83,47,83,other_basin,different_basin,other_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__51__15,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,test,AC_hop,far_AC,AC,False,True,False,True,51,15,51,15,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.10557433,0.28945008,0.15052392,0.520389,0.18387575,0.36986507999999996,0.18387575,0.36986507999999996,0.18387575,0.36986507999999996,0.18387575,0.36986507999999996,interior_saddle,interior_saddle,2937,221,0.01943716,0.019586243,,
P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__51__81,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,test,AC_hop,far_AC,AC,False,True,False,True,51,81,51,81,same_basin,other_basin,same_basin -> other_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__51__87,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,51,87,51,87,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,failed,failed,True,True,True,False,False,False,True,107.22085,26.87455,107.22874,26.740851,-80.3463,-80.487889,80.3463,80.487889,,,,,interior_saddle,interior_saddle,800,1347,119.23187,118.81817,final_force_above_ftol; barrier_extremely_large; segfault,final_force_above_ftol; barrier_extremely_large; segfault
P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__76__46,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,test,AC_hop,far_AC,AC,False,True,False,True,76,46,76,46,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__76__111,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,test,AC_hop,far_AC,AC,False,True,False,True,76,111,76,111,same_basin,other_basin,same_basin -> other_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__82__46,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,82,46,82,46,same_basin,ambiguous,same_basin -> ambiguous,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__82__52,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,test,AC_hop,far_AC,AC,False,True,False,True,82,52,82,52,other_basin,same_basin,other_basin -> same_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__82__117,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,test,AC_hop,far_AC,AC,False,True,False,True,82,117,82,117,other_basin,different_basin,other_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__104__38,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,test,AC_hop,far_AC,AC,False,True,False,True,104,38,104,38,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,suspicious,usable,True,True,True,False,True,False,True,19.702913,0.49767467,19.710292,0.47422604,-19.20523833,-19.236065959999998,19.20523833,19.236065959999998,,,,,interior_saddle,interior_saddle,3138,148,0.6637438,0.019095645,final_force_above_ftol; barrier_extremely_large,
P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__104__68,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,104,68,104,68,same_basin,other_basin,same_basin -> other_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__104__139,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,test,AC_hop,far_AC,AC,False,True,False,True,104,139,104,139,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.23923606,0.28730773,0.19381502,0.40135973,0.04807166999999998,0.20754471000000002,0.04807166999999998,0.20754471000000002,0.04807166999999998,0.20754471000000002,0.04807166999999998,0.20754471000000002,interior_saddle,interior_saddle,364,154,0.018783718,0.01668493,,
P_P130N7_2dd91df6-6100-4305-adb3-79179704cffe__2__38,P_P130N7_2dd91df6-6100-4305-adb3-79179704cffe,test,AC_hop,far_AC,AC,False,True,False,True,2,38,2,38,ambiguous,different_basin,ambiguous -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N7_2dd91df6-6100-4305-adb3-79179704cffe__2__110,P_P130N7_2dd91df6-6100-4305-adb3-79179704cffe,test,AC_hop,far_AC,AC,False,True,False,True,2,110,2,110,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N7_2dd91df6-6100-4305-adb3-79179704cffe__2__140,P_P130N7_2dd91df6-6100-4305-adb3-79179704cffe,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,2,140,2,140,same_basin,same_basin,same_basin -> same_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N7_2dd91df6-6100-4305-adb3-79179704cffe__10__46,P_P130N7_2dd91df6-6100-4305-adb3-79179704cffe,test,trap_escape,escape,non_ACZZ,True,False,True,False,10,46,10,46,other_basin,same_basin,other_basin -> same_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N7_2dd91df6-6100-4305-adb3-79179704cffe__25__61,P_P130N7_2dd91df6-6100-4305-adb3-79179704cffe,test,AC_hop,far_AC,AC,False,True,False,True,25,61,25,61,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.2573979,0.94644174,0.080777221,0.0,0.6890438400000001,-0.080777221,0.6890438400000001,0.080777221,0.6890438400000001,-0.080777221,0.6890438400000001,0.080777221,interior_saddle,final_endpoint_highest,841,3903,0.019949653,0.018481862,,
